,LATITUDE,LONGITUDE,API,BASIN,COUNTY,WELLNAME,WELLTYPE,DATECOMP,DATESAMPLE,FORMATION,PERIOD,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,SPGRAV,PH,TDSUSGS,HCO3,Ca,Cl,KNa,Mg,Na,SO4,H2S,cull_chargeb
17823,27.901,-97.418,,Gulf Coast,San Patricio,W E Kirk No 6,Conventional Hydrocarbon,,1955-05-20,Heterostegina E2 Sand,Unknown,,,,1.06,6.56,80214,148,2930,49000,,452,27500,<MDL,,
1930,32.695,-101.0631,4.2415E+13,Permian,Scurry,Sacroc Unit 320-3,Conventional Hydrocarbon,,1955-05-17,Canyon Reef,Unknown,,,6753,1.0766,6.52,113004,97.97,6703,69532.21,,1680.57,34488.88,500.62,,
11977,27.561,-98.217,,Gulf Coast,Live Oak,T. J. Lyne #3,Conventional Hydrocarbon,,1955-05-16,Unknown,Unknown,3404,3408,,1.039,7.2,55482,1993,320,31800,,111,20827,34,<MDL,
17822,27.901,-97.418,,Gulf Coast,San Patricio,W E Kirk No 6,Conventional Hydrocarbon,,1955-05-16,Frio Sand,Unknown,,,,1.061,6.54,79993,199,2890,48800,,503,27500,<MDL,,
10394,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #4,Conventional Hydrocarbon,,1955-05-14,Paluxy,Unknown,4505,4520,,1.011,7.7,15375,577,416,7000,,70,5147,2165,<MDL,
3778,35.57972,-100.67169,4.2179E+13,Amarillo Arch,Gray,Delp 1,Conventional Hydrocarbon,,1955-05-13,Granite Wash,Unknown,9558,9569,9569,1.1412,,211932,34.24,14945,130927.59,,2134.04,63856.58,474.74,,
939,31.9194,-102.4128,4.21351E+13,Permian,Ector,Ruth Palmer #1,Conventional Hydrocarbon,,1955-05-10,Grayburg,Unknown,4195,4201,4205,1.046,7.02,64811,1161.06,1924,35418.61,,762.53,21372.41,3817.9,<PQL,
940,31.9158,-102.4117,4.21351E+13,Permian,Ector,Ruth Palmer #5,Conventional Hydrocarbon,,1955-05-10,Grayburg,Unknown,4140,4210,4240,1.028,6.95,38665,1053.7,1891,20047.03,,559.23,11527.53,3227.92,,
3846,32.0859,-95.5065,4.2213E+13,East Texas,Henderson,White e #1,Conventional Hydrocarbon,,1955-05-10,James Glen Rose Lower,Unknown,10050,10064,10854,1.153,5.8,224475,180,21700,138600,,1617,62086,290,<MDL,
12670,32.0575,-102.7629,4.2135E+13,Permian,Ector,Cowden #1,Conventional Hydrocarbon,,1955-05-10,Upper Clearfork,Permian,5660,5666,8120,1.165,6.7,260973,140.97,13700,160770,79453,5208.72,,1700.9,<MDL,X
1819,31.9055,-103.1517,4.2495E+13,Permian,Winkler,Lum Daugherty #8,Conventional Hydrocarbon,,1955-05-09,Yates,Unknown,2750,,2991,1.0831,6.81,113796,180.88,1285,64022.04,,7974.87,29980.21,10353.35,,
1837,31.9536,-103.1985,4.2495E+13,Permian,Winkler,Lum Daugherty #1,Conventional Hydrocarbon,,1955-05-09,Yates,Unknown,2750,,3242,1.0767,6.95,107209,192.73,1755,61985.62,,6817.66,28940.62,7507.83,,
1868,31.9078,-103.1503,4.2495E+13,Permian,Winkler,Lum Daugherty #4,Conventional Hydrocarbon,,1955-05-09,Yates,Unknown,2750,,3013,1.0393,6.89,53826,507.18,463.53,26304.68,,3946.22,13574.3,9030.48,,
2014,32.5562,-102.7025,4.2165E+13,Permian,Gaines,Flanagan 2 & 4,Conventional Hydrocarbon,,1955-05-09,Glorieta,Unknown,,,6410,1.046,8.7,67614,419,2160,38400,,11140,22032,3444,<PQL,X
11995,32.6988,-102.7135,,Permian,Gaines,Flanagan 1 & 3,Conventional Hydrocarbon,,1955-05-09,Glorieta,Unknown,,,,1.046,7.5,66862,1014,2260,37200,,756,22109,3523,<PQL,
12083,32.196,-102.568,,Permian,Andrews,Univ. Blk. 9 Ce C #2-cd,Conventional Hydrocarbon,,1955-05-09,Devonian,Unknown,10410,10460,,1.032,7.4,45419,930,2090,25440,,301,14758,1900,<PQL,
14521,31.9328,-103.1549,4.24951E+13,Permian,Winkler,Lum Daugherty #1,Conventional Hydrocarbon,1936-05-15,1955-05-09,Yates,Unknown,2750,,2930,1.0767,6.95,107209,192.73,1764,61985.62,,6817.66,28940.62,7507.83,,
11575,32.437,-99.287,,Bend Arch,Callahan,R. D. Williams #3,Conventional Hydrocarbon,,1955-05-08,Moran,Unknown,2466,2475,,1.0871,4.02,126771,<MDL,9963,78499.49,,1892.64,36064.54,351.13,,
11843,28.337,-98.089,,Gulf Coast,Wilson,H. W. Wiseman #9,Conventional Hydrocarbon,,1955-05-08,Unknown,Unknown,893,915,,1,8.65,3583,417,51,1336,,21,1200,528,,
5083,32.023,-102.533,,Permian,Ector,Holt E #3,Conventional Hydrocarbon,,1955-05-05,Grayburg,Unknown,4535,4672,,1.046,7.3,68289,2052,1980,36000,,708,22735,4814,<PQL,
1110,33.2868,-100.0309,4.2433E+13,Permian,Stonewall,Mcfarland #1,Conventional Hydrocarbon,,1955-05-02,Bend,Unknown,5925,5940,5990,1.067,6.41,93292,182.46,6658,56749.46,,1348.69,26749.34,912.29,,
1483,31.9408,-102.7579,4.21351E+13,Permian,Ector,Txl E #1,Conventional Hydrocarbon,,1955-05-02,Ellenburger,Unknown,9500,9750,9800,1.042,6.5,60035,217,2350,36600,,568,20125,174,<MDL,
11370,26.552,-98.407,,Gulf Coast,Starr,E. Trevino A #2,Conventional Hydrocarbon,,1955-05-02,K 3 Reservoir,Unknown,4761,4773,,1.0294,6.78,44128,23.68,2911,27016.6,,74.12,14061.6,41.18,,
1171,31.4169,-102.1684,4.2461E+13,Permian,Upton,#1 Windham,Conventional Hydrocarbon,,1955-04-30,Wolfcamp,Unknown,8395,8595,12473,1.12,6.6,185120,273.28,9318,112781.76,,1960,58826.88,1052.8,,
1348,31.5605,-102.341,4.2103E+13,Permian,Crane,Everett & Glass 36 #1,Conventional Hydrocarbon,,1955-04-29,Pennsylvanian,Unknown,9047,9112,12690,1.124,0.6,171338,<MDL,11500,105000,,1530,52402,906,<MDL,
5193,27.411,-98.563,,Gulf Coast,Duval,Foster #7,Conventional Hydrocarbon,,1955-04-28,Wilcox Upper,Unknown,7129,7160,,1.006,7.7,8226,576,265,4000,,44,2716,627,<MDL,
11732,27.348,-97.937,,Gulf Coast,Jim Wells,Emil Shrade B-1,Conventional Hydrocarbon,,1955-04-28,Mc Neil,Unknown,4800,,,1.0112,8.29,19485,1362.09,44.49,10602.43,,31.35,7345.36,28.31,,
1482,31.9408,-102.7579,4.21351E+13,Permian,Ector,Txl E #1,Conventional Hydrocarbon,,1955-04-27,Ellenburger,Unknown,9300,9750,9800,1.04,7.4,56953,360,2310,34500,,535,18974,274,<MDL,
4637,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #8,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4537,4562,,1.011,7.4,14041,582,391,6040,,82,4611,2335,<MDL,
4650,33.292,-95.396,,East Texas,Hopkins,Rooney Long #2,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4570,4580,,1.011,7.4,14201,526,421,6300,,77,4672,2205,<MDL,
4679,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #7,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4497,4517,,1.011,7.4,13799,555,366,6000,,69,4579,2230,<MDL,
4691,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #6,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4493,4535,,1.011,7.5,13803,495,380,5920,,73,4551,2384,<MDL,
4735,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #4,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4505,4520,,1.012,7.4,18086,442,423,4000,,74,6234,6863,<MDL,
4746,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #3,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4473,4539,,1.011,7.4,13975,576,383,6000,,78,4600,2338,<MDL,
4783,33.292,-95.396,,East Texas,Hopkins,S. B. Pierce #1,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4467,4470,,1.008,7.5,11310,360,184,5300,,40,3962,1464,<MDL,
10414,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #3,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4476,4514,,1.01,7.4,11358,534,215,5240,,55,3902,1412,<MDL,
10845,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #1,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4435,4500,,1.011,7.4,13772,600,256,6220,,64,4718,1409,<MDL,
10865,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #1,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4497,4537,,1.011,7.3,14304,480,375,6420,,83,4764,2182,<MDL,
10899,33.292,-95.396,,East Texas,Hopkins,S. B. Pierce #1,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4467,4470,,1.01,7.1,14279,600,390,6240,,63,4742,2246,<MDL,
11964,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #2,Conventional Hydrocarbon,,1955-04-27,Paluxy,Unknown,4490,4561,,1.011,7.5,13741,570,365,6000,,75,4551,2180,<MDL,
12766,32.8736,-102.9355,4.2165E+13,Permian,Gaines,Shell Combs #3,Conventional Hydrocarbon,,1955-04-26,Devonian,Unknown,,,11193,1.03,6.9,43240,906.4,2060,23484,12772,928.03,,3090,<PQL,X
12899,32.89,-102.897,,Permian,Gaines,Shell Foster #4,Conventional Hydrocarbon,,1955-04-26,Devonian,Unknown,,,,1.025,7.1,44772,7490.7,2255,20500,10455,996.3,,3075,<PQL,X
10496,32.578,-94.655,,East Texas,Harrison,Landers G. U. #1,Conventional Hydrocarbon,,1955-04-24,Rodessa,Unknown,,,,1.002,5,1920,43,206,1150,,2,521,<MDL,<MDL,
10774,32.357,-94.906,,East Texas,Rusk,Brightwell A #11,Conventional Hydrocarbon,,1955-04-24,Woodbine,Unknown,,,,1.04,7,55600,600,1100,33200,,303,20100,334,<MDL,
10840,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #2-x,Conventional Hydrocarbon,,1955-04-22,Paluxy,Unknown,4440,4500,,1.013,7.3,15382,564,406,6900,,80,5136,2300,<MDL,
10884,33.292,-95.396,,East Texas,Hopkins,S. B. Pierce #3,Conventional Hydrocarbon,,1955-04-22,Paluxy,Unknown,4514,4519,,1.011,7.3,14100,576,391,6080,,78,4641,2334,<MDL,
827,33.1666,-103.0527,4.2501E+13,Permian,Yoakum,R.a. Cox #1,Conventional Hydrocarbon,,1955-04-21,Unknown,Unknown,10620,10672,3796,1.0513,7.08,76675,167.16,4044,46625.16,,735.91,24532.09,570.86,,
1409,31.919,-102.4835,4.21353E+13,Permian,Ector,J.l. Johnson E #2,Conventional Hydrocarbon,,1955-04-21,Grayburg,Pennsylvanian,4085,4150,9295,1.065,7,91997,936,2660,52560,,1420,30510,3911,,
13084,30.886,-101.077,,Permian,Crockett,1 Smith,Conventional Hydrocarbon,,1955-04-21,Ellenburger,Unknown,8140,,,1.07,7,103672,363.8,4023,62916,33919,1294.7,,1155.6,<MDL,X
3202,32.191,-102.5496,4.2003E+13,Permian,Andrews,Univ 9 G #1,Conventional Hydrocarbon,,1955-04-20,Wolfcamp,Unknown,8522,8557,10721,1.158,6.1,202991,239,UNK,124000,,1573,65740,839,<MDL,
3913,32.5927,-94.6432,4.2203E+13,East Texas,Harrison,Isom #1,Conventional Hydrocarbon,,1955-04-20,Rhodessa,Cretaceous,,,7994,1.146,4.8,210525,78,21000,129600,,677,58803,287,<MDL,
1820,31.9055,-103.1517,4.2495E+13,Permian,Winkler,Lum Daugherty #8,Conventional Hydrocarbon,,1955-04-19,Yates,Unknown,,,2991,1.085,7.01,119264,169.26,1296,67085.55,,8019.24,32019.44,10674.23,,
1838,31.9536,-103.1985,4.2495E+13,Permian,Winkler,Lum Daugherty #1,Conventional Hydrocarbon,,1955-04-19,Yates,Unknown,2750,,3242,1.0783,7.05,111308,181.15,1774,64638.69,,7289.31,29806.37,7618.19,,
765,32.7165,-101.0407,4.2415E+13,Permian,Scurry,Sacroc Unit 257-2,Conventional Hydrocarbon,,1955-04-18,Canyon Reef,Unknown,,,6839,1.0575,6.64,86977,200.93,3070,52198.2,,981.36,29176.43,1349.37,,
1903,32.6846,-101.0637,4.2415E+13,Permian,Scurry,Sacroc Unit 328-3,Conventional Hydrocarbon,,1955-04-18,Canyon Reef,Unknown,,,6782,1.0534,7.01,79925,350.78,2769,47297.66,,939.63,26724.76,1843.45,,
11976,27.561,-98.217,,Gulf Coast,Live Oak,T. J. Lyne #3,Conventional Hydrocarbon,,1955-04-17,Jackson P Hockley B,Unknown,,,,1.156,8,231524,61,820,138600,,52,89859,2132,<MDL,
12225,27.37,-97.109,,Gulf Coast,Aransas,Darby Unit #1,Conventional Hydrocarbon,,1955-04-16,Unknown,Unknown,7635,7643,,1.015,8,25597,1417,146,14220,,60,9562,192,<MDL,
704,32.6776,-101.0591,4.2415E+13,Permian,Scurry,Sacroc Unit 327 A-1,Conventional Hydrocarbon,,1955-04-14,Canyon,Unknown,,,6791,1.0435,7.04,66017,493.58,2404,38129.49,,736.71,21886.37,2366.66,,
1916,32.6809,-101.059,4.2415E+13,Permian,Scurry,Sacroc Unit 327-3,Conventional Hydrocarbon,,1955-04-14,Canyon Reef,Unknown,,,6752,1.0449,7.07,67189,415.87,2342,38943.42,,764.87,22388.03,2334.31,,
3648,33.1666,-103.0527,4.2501E+13,Permian,Yoakum,R.a. Cox No. 1,Conventional Hydrocarbon,,1955-04-14,Pennsylvanian,Unknown,10250,10395,3796,1.1352,6.23,199921,143.04,15487,123260.02,,2785.78,57355.98,888.86,,
4636,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #8,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4537,4562,,1.011,7.7,13920,534,438,5000,,74,4531,2343,<MDL,
4784,33.292,-95.396,,East Texas,Hopkins,S. B. Pierce #1,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4467,4470,,1.01,7.5,11323,342,140,5320,,40,3963,1468,<MDL,
5037,33.292,-95.396,,East Texas,Hopkins,Rooney Long #1,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4418,4518,,1.011,7.5,14168,564,366,6200,,73,4714,2251,<MDL,
10392,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #4,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4500,4537,,1.011,7.4,13840,528,386,6000,,64,4579,2203,<MDL,
10393,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #4,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4505,4520,,1.011,7.6,16653,540,410,7900,,82,5655,2066,<MDL,
10413,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #3,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4476,4516,,1.008,7.4,11381,648,222,5200,,45,3406,6368,<MDL,X
10866,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #1,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4497,4537,,1.011,7.6,14122,552,394,6180,,64,4681,2251,<MDL,
10878,33.292,-95.396,,East Texas,Hopkins,Susan B. Pierce #3,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4514,4519,,1.011,7.3,13957,522,380,6100,,77,4615,2263,<MDL,
10900,33.292,-95.396,,East Texas,Hopkins,S. B. Pierce #1,Conventional Hydrocarbon,,1955-04-14,Paluxy,Unknown,4467,4470,,1.01,7.2,14363,677,387,6280,,68,4741,2210,<MDL,
12226,27.37,-97.109,,Gulf Coast,Aransas,Darby Unit #1,Conventional Hydrocarbon,,1955-04-13,Unknown,Unknown,7299.5,7300,,1.0018,9,4107,948,80,580,,50,1193,1052,,
1891,32.7165,-101.0438,4.2415E+13,Permian,Scurry,Sacroc Unit 255-4,Conventional Hydrocarbon,,1955-04-12,Canyon Reef,Unknown,,,6817,1.0551,6.63,84007,318.64,2883,50159.45,,936.93,28255.58,1452.87,,
1935,32.6845,-101.059,4.2415E+13,Permian,Scurry,Sacroc Unit 327-2,Conventional Hydrocarbon,,1955-04-12,Canyon,Unknown,,,6769,1.0496,7.02,74841,195.23,2446,44041.22,,845.98,25220.84,2091.85,,
11759,27.347,-97.902,,Gulf Coast,Jim Wells,Quinto Creek Unit #3,Conventional Hydrocarbon,,1955-04-12,Koehler,Unknown,5000,,,1.0018,8.53,7188,44.08,176.32,3997.18,,<PQL,2592.66,358.64,,
6749,30.315,-96.38,,Gulf Coast,Washington,William Janner #25,Conventional Hydrocarbon,,1955-04-11,Wilcox,Unknown,1497,1501,1800,1.016,7.32,27197,2428.24,96.52,14498.32,,60.96,10099.04,14.22,,
13153,32.8626,-102.9222,4.2165E+13,Permian,Gaines,"#36, H & J 1 - D",Conventional Hydrocarbon,,1955-04-11,Unknown,Unknown,6080,6131,11040,1.0247,7.45,31326,1290,701,11410,,265,10429,8053,,
1119,30.9431,-100.8678,4.2413E+13,Permian,Schleicher,#1 Univ. Schleicher 100,Conventional Hydrocarbon,,1955-04-09,Ellenburger,Unknown,8000,,8180,1.094,6.22,136695,85.33,9977,84561.82,,2870.66,38316.26,782.21,,
13154,32.8626,-102.9222,4.2165E+13,Permian,Gaines,"#36, H & J Unit 1 - D",Conventional Hydrocarbon,,1955-04-09,Unknown,Unknown,5760,5829,11040,,6.45,123540,395,1169,63700,,506,42365,6728,,
1404,31.9679,-102.7711,4.21351E+13,Permian,Ector,Williamson #3,Conventional Hydrocarbon,,1955-04-07,Devonian,Unknown,7945,7985,9845,1.133,0.6,195264,<MDL,23700,118200,,2622,49818,924,<MDL,
2806,32.8521,-102.9215,4.2165E+13,Permian,Gaines,E. H. Jones #4,Conventional Hydrocarbon,,1955-04-07,Devonian,Unknown,10817,11060,11130,1.0113,6.76,20226,925.34,1025,8565.71,,285.19,5881.72,3541.57,,
12084,32.196,-102.568,,Permian,Andrews,Univ. 9 Ce C2tw,Conventional Hydrocarbon,,1955-04-07,Wolfcamp,Unknown,8400,8480,,1.03,7,39358,810,1580,21900,,153,12883,2032,<PQL,
12169,27.411,-98.563,,Gulf Coast,Duval,J. R. Foster #31,Conventional Hydrocarbon,,1955-04-07,Argo Blue,Unknown,1798,1806,,1.0124,7.4,17459,1380,87,9260,,62,6501,169,<MDL,
12222,27.37,-97.109,,Gulf Coast,Aransas,"Fee Gas Unit #1, Well #1",Conventional Hydrocarbon,,1955-04-06,Unknown,Unknown,7709,7715,,1.022,7.4,31601,1460,1721,17700,,51,10097.57,323,<MDL,
1818,31.9055,-103.1517,4.2495E+13,Permian,Winkler,Lum Daugherty #8,Conventional Hydrocarbon,,1955-04-01,Yates,Unknown,2750,,2991,1.085,6.66,116594,143.22,1269,65859.5,,8276.38,30634.98,10410.58,,
1836,31.9536,-103.1985,4.2495E+13,Permian,Winkler,Lum Daugherty #1,Conventional Hydrocarbon,,1955-04-01,Yates,Unknown,2750,,3242,1.0788,7,107366,183.4,1747,62392.4,,7354.18,28199.83,7489.03,,
1867,31.9078,-103.1503,4.2495E+13,Permian,Winkler,Lum Daugherty #4,Conventional Hydrocarbon,,1955-04-01,Yates,Unknown,,,3013,1.0407,7.74,54781,499.54,326.78,26813.64,,4181.53,13716.43,9243.5,,
3400,31.13,-102.0659,4.2461E+13,Permian,Upton,Cordova D #2,Conventional Hydrocarbon,,1955-04-01,Unknown,Unknown,1908,,1908,1.16,6.7,254687,1488,1410,100000,,496,97060,3832,<PQL,X
3659,29.8982,-95.1788,4.2201E+13,Gulf Coast,Harris,Swelley #2,Conventional Hydrocarbon,,1955-04-01,Yegua,Tertiary,8561,8564,9113,,6.72,49845,1708,401,23800,,97,17978,20,,
4699,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #5,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4456,4461,,1.011,7.8,13812,708,355,6000,,69,4587,2093,<MDL,
4733,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #4,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,,,,1.011,7.8,16311,576,437,7640,,80,5485,2093,<MDL,
4734,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #4,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4500,4537,,1.011,7.4,13840,528,409,6000,,75,4536,2242,<MDL,
4745,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #3,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4476,4514,,1.008,7.2,11246,654,241,5140,,64,3809,6343,<MDL,X
4782,33.292,-95.396,,East Texas,Hopkins,Susan B. Pierce #1,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4467,4470,,1.0102,7.4,15338,500,UNK,7000,,87,5081,2150,<MDL,
5034,33.292,-95.396,,East Texas,Hopkins,Rodney Long #1,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4418,4518,,1.011,7.4,13945,528,UNK,6000,,77,4583,2349,<MDL,
8645,30.246,-95.373,,Gulf Coast,Montgomery,Keystone Mills #9,Conventional Hydrocarbon,,1955-03-31,Main Conroe,Unknown,5068,5073,,1.051,6.6,72945,456,1040,44100,,284,27049,16,<MDL,
10869,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #1,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4497,4537,,1.012,7.3,14178,558,418,6200,,73,4660,2269,<MDL,
10885,33.292,-95.396,,East Texas,Hopkins,Susan B. Pierce #3,Conventional Hydrocarbon,,1955-03-31,Paluxy,Unknown,4514,4519,,1.011,7.6,14066,558,390,6080,,77,4634,2327,<MDL,
12167,27.411,-98.563,,Gulf Coast,Duval,J. R. Foster #31,Conventional Hydrocarbon,,1955-03-31,Argo Black,Unknown,1884,1892,,1.012,7.2,16200,1098,60,8900,,39,6067,36,<MDL,
12178,32.357,-94.906,,East Texas,Rusk,Thompson A,Conventional Hydrocarbon,,1955-03-30,Woodbine,Unknown,,,,1.041,7.4,57028,540,1070,34200,,758,20731,210,<MDL,
650,32.3306,-102.6138,4.20031E+13,Permian,Andrews,Maggie Shepard,Conventional Hydrocarbon,,1955-03-29,Grayburg San Andres,Unknown,4600,,4610,1.0506,7.54,71851,201.72,3424,43841.54,,2477.31,20541.33,1364.73,,
12189,27.411,-98.563,,Gulf Coast,Duval,Hagist Ranch Dehydration Plant,Conventional Hydrocarbon,,1955-03-29,Wilcox Upper Lower,Unknown,,,,1.0042,6.4,5503,498,75,2778,,21,1887,44,<MDL,
8616,32.578,-94.655,,East Texas,Harrison,Still D # 1,Conventional Hydrocarbon,,1955-03-28,Rodessa Young,Unknown,6938,6950,,1.0014,4.7,1973,49,473,1056,,5,226,164,,
12165,27.411,-98.563,,Gulf Coast,Duval,J. R. Foster #30,Conventional Hydrocarbon,,1955-03-27,Area Yuegle,Unknown,1826,1830,,1.011,7.8,17013,2028,68,8600,,27,6246,44,<MDL,
12661,31.4906,-102.3531,4.21031E+13,Permian,Crane,Magnolia Univ. #1,Conventional Hydrocarbon,,1955-03-26,Grayburg,Unknown,3167,,3143,1.04,7.1,61810,2184,1892,34112,18928,1719.12,,2974.4,<PQL,X
3234,32.2015,-102.5529,4.2003E+13,Permian,Andrews,Univ C #1,Conventional Hydrocarbon,,1955-03-23,Penn,Unknown,,,10526,1.11,6,162173,142,4670,95600,,690,58755,2316,<MDL,
4635,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #8,Conventional Hydrocarbon,,1955-03-23,Paluxy,Unknown,4537,4562,,1.01,7.4,13883,522,380,6000,,75,4582,2324,<MDL,
3401,31.1271,-102.063,4.2461E+13,Permian,Upton,Radford Well #14,Conventional Hydrocarbon,,1955-03-21,Grayburg,Unknown,1822,,1821,1.006,7,8134,1656,372,2940,,207,2081,878,<PQL,
7140,33.847,-97.211,,Southern Oklahoma,Cooke,C. H. Bush #5,Conventional Hydrocarbon,,1955-03-19,Rasure Upper,Unknown,6593,6775,,1.104,7.51,158787,29.81,13777,98644.61,,2360.35,43617.94,93.84,,
1817,31.9055,-103.1517,4.2495E+13,Permian,Winkler,L. Daugherty #8,Conventional Hydrocarbon,,1955-03-18,Yates,Unknown,2750,,2991,1.0862,7.05,119180,162.93,1312,67286.83,,8355.05,31460.7,10602.4,,
1835,31.9536,-103.1985,4.2495E+13,Permian,Winkler,L. Daugherty #1,Conventional Hydrocarbon,,1955-03-18,Yates,Unknown,2750,,3242,1.08,7.05,113056,187.92,1821,65655.36,,7634.52,29883.6,7873.2,,
1866,31.9078,-103.1503,4.2495E+13,Permian,Winkler,L. Daugherty #4,Conventional Hydrocarbon,,1955-03-18,Yates,Unknown,2750,,3013,1.0405,7.75,57187,558.75,412.04,28140.32,,4143.27,14610.7,9322.88,,
671,32.0476,-100.7097,4.2081E+13,Permian,Coke,J.r.u. 25-k,Conventional Hydrocarbon,,1955-03-16,Strawn Reef,Unknown,6400,6448,6448,1.0956,7.04,140798,155.58,7349,85841.36,,1463.72,44990.81,998.09,,
4714,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #5,Conventional Hydrocarbon,,1955-03-16,Paluxy,Unknown,4456,4461,,1.01,7.8,13719,762,379,5400,,76,4504,2098,<MDL,
4744,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #3,Conventional Hydrocarbon,,1955-03-16,Paluxy,Unknown,4473,4539,,1.012,7.9,13950,528,400,6000,,38,4592,2362,<MDL,
5060,32.006,-100.776,,Permian,Coke,J.r.u. 5-s,Conventional Hydrocarbon,,1955-03-16,Strawn Reef,Unknown,6057,6271,,1.0985,5.95,146860,175.76,7682,89715.59,,1511.54,46953.19,821.68,,
10848,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #1,Conventional Hydrocarbon,,1955-03-16,Paluxy,Unknown,4435,4500,,1.01,7.6,13960,828,391,6240,,65,4625,1811,<MDL,
10886,33.292,-95.396,,East Texas,Hopkins,Susan B. Pierce #3,Conventional Hydrocarbon,,1955-03-16,Paluxy,Unknown,4514,4519,,1.01,7.9,14086,552,390,6120,,78,4644,2302,<MDL,
11772,32.006,-100.776,,Permian,Coke,J. R. U. 39-k,Conventional Hydrocarbon,,1955-03-16,Strawn Reef,Unknown,6464,6474,,1.0959,6.15,142195,162.19,7349,86657.2,,1402.75,45634.37,989.6,,
11913,33.292,-95.396,,East Texas,Hopkins,Rooney Long #1,Conventional Hydrocarbon,,1955-03-16,Paluxy,Unknown,4418,4518,,1.01,7.6,13928,534,387,6040,,76,4591,2300,<MDL,
12576,32.2584,-102.555,4.20031E+13,Permian,Andrews,Parker A-2,Conventional Hydrocarbon,,1955-03-16,Wolfcamp,Unknown,8600,,8695,1.043,7,72508,2164.23,1960,40259.8,24301.9,963.73,,2857.82,<PQL,X
3351,32.7492,-102.7065,4.2165E+13,Permian,Gaines,T.s. Riley  B  8,Conventional Hydrocarbon,,1955-03-15,San Andres,Unknown,5250,,5255,1.025,7.1,35478,1684,1770,17700,,472,10664,3188,<MDL,
3352,32.752,-102.6982,4.2165E+13,Permian,Gaines,T.s. Riley  B  3,Conventional Hydrocarbon,,1955-03-15,San Andres,Unknown,5249,,5276,1.024,7.2,32993,1528,1540,16140,,476,9909,3400,<PQL,
4736,33.292,-95.396,,East Texas,Hopkins,Jeff Worsham #4,Conventional Hydrocarbon,,1955-03-15,Paluxy,Unknown,4505,4520,,1.011,7.3,15997,540,427,7460,,63,5403,2104,<MDL,
4737,33.292,-95.396,,East Texas,Hopkins,J. E. Worsham #4,Conventional Hydrocarbon,,1955-03-15,Paluxy,Unknown,4500,4537,,1.01,7,13329,546,380,5900,,59,4419,2025,<MDL,
